menu_name,sub_intent_name,description,model,reasoning,typo_issues,consistency_issues,quality_issues,clarity_score,judgment_issues,can_judge_user_intent,missing_info,severity,suggestion
快速转账,修改付款卡信息，如卡号、卡尾号、卡别名/备注,,openpangu-2.0-flash,,,菜单名称'快速转账'与子意图名称'修改付款卡信息'主题不匹配，可能造成张冠李戴。,描述内容为空，无法提供任何业务上下文、清晰定义或示例。|描述缺失导致清晰度、长度、歧义性和业务场景示例均无法评估。,1,描述内容为空，用户无法基于描述判断查询是否属于此类。|菜单名称与子意图不一致，增加混淆。,False,缺少对修改付款卡信息在快速转账业务中的具体说明，如适用场景、操作限制、与转账流程的关联等。,critical,立即补充描述内容，明确修改付款卡信息在快速转账上下文中的定义、操作步骤和业务价值；同时评估菜单名称是否需要调整（例如改为'转账设置'或'付款卡管理'）以保持一致性。
快速转账,修改转账金额,,qwen-plus,,,,,0,,False,,unknown,
FAQ,基础概念咨询与科普,用户询问某个金融或业务术语的定义和解释,Qwen/Qwen3-8B,,,,描述不够具体，缺乏业务场景示例|对非金融专业人士的清晰度可能不足,3,缺乏关键区分信息，如具体术语或业务类型,False,需要更明确的业务场景或术语示例以帮助用户判断意图,minor,建议在描述中增加具体的金融术语或业务场景示例，如‘用户询问‘存款利率’、‘信用卡额度’等金融术语的定义和解释’，以提升清晰度和可行性。
FAQ,平台/系统/APP操作指导,用户咨询如何完成某项具体操作，如“如何修改手机号”,openpangu-2.0-flash,,,菜单名'FAQ'与子意图'平台/系统/APP操作指导'不匹配，FAQ通常涵盖多种问题，而描述限定于具体操作指导，可能导致用户混淆。,,4,描述缺乏明确区分信息，如未说明操作指导的范围（如仅限平台操作，不包括政策咨询）。,False,需要明确区分操作指导与其他FAQ问题（如政策查询、账户信息查询等），并定义操作的具体业务范围（如仅限APP、系统平台操作）。,minor,建议调整菜单名以更准确反映子意图（如改为'操作指南'），或在描述中增加区分信息，明确排除非操作类FAQ问题。
FAQ,基金/理财相关的申购、赎回、费用规则咨询,用户咨询购买、卖出或相关费用的具体政策,qwen-plus,,,,,0,,False,,unknown,
FAQ,业务政策咨询,用户咨询某项业务的规则、限制、资质要求等,Qwen/Qwen3-8B,,,,,5,,True,,none,该菜单定义质量良好，无需修改。
FAQ,基金/理财收益与分红计算规则咨询,用户咨询收益如何计算、分红规则等,openpangu-2.0-flash,,,菜单名'FAQ'过于宽泛，与具体子意图'基金/理财收益与分红计算规则咨询'不匹配，建议使用更具体的菜单名以提升一致性。,描述过于简短，缺乏具体业务场景示例|未明确区分基金和理财的收益计算差异,3,描述未提供足够的区分信息,False,缺少具体咨询范围，如产品类型（如货币基金、净值型理财）、计算参数（如净值、分红方式）、时间周期、是否包含费用或风险提示等关键区分信息。,major,修改菜单名为'收益与分红计算规则咨询'，并扩展描述内容，例如：'用户咨询基金或理财产品的收益计算方法（如净值计算、预期收益）、分红规则（如分红方式、到账时间）及相关业务场景。' 以提升清晰度和判断可行性。
FAQ,账户注册、登录、绑定方法咨询,用户咨询账户相关的入门操作问题,qwen-plus,,,,,0,,False,,unknown,
还款追问,还款类型追问,,Qwen/Qwen3-8B,,,,描述内容为空，无法体现菜单意图|缺乏清晰度和业务场景示例,0,描述内容为空，用户无法判断查询是否属于此类别,False,菜单的具体功能描述、业务场景示例以及区分其他菜单的关键词,critical,请补充菜单描述内容，明确其功能、业务场景及与其它菜单的区别，以确保用户能够准确识别和使用该菜单。
其他,账户管理（包括查余额和查明细）,,openpangu-2.0-flash,,,菜单名'其他'与子意图'账户管理'不匹配，可能存在分类错误或张冠李戴。,描述内容为空，无法提供任何业务定义。|描述缺失导致清晰度、长度、歧义性、业务场景示例均无法评估。,1,描述内容为空，用户无法据此判断查询是否属于此类别。|菜单名'其他'过于宽泛，缺乏区分信息。,False,描述内容为空，缺少账户管理的具体业务范围、边界定义、业务场景示例、与非'其他'菜单的区分信息等关键内容。,critical,必须补充详细的描述内容，明确账户管理的具体业务场景（如查余额、查明细的上下文、限制条件等），并重新评估菜单名称是否应改为'账户管理'或与子意图匹配。同时，建议添加示例以提升清晰度和判断可行性。
其他,缴费,,qwen-plus,,,,,0,,False,,unknown,
其他,贷款（贷款办理、贷款还款）,,Qwen/Qwen3-8B,,,菜单名称为'其他'，但子意图为'贷款（贷款办理、贷款还款）'，两者不匹配，缺乏明确的关联性,描述内容为空，无法明确区分意图|缺乏清晰度和业务场景示例|没有提供足够的信息帮助用户理解菜单意图,1,描述内容为空，用户无法仅凭此判断是否属于该类别,False,缺少具体的业务场景描述和意图说明,critical,建议补充菜单描述内容，明确其与子意图'贷款（贷款办理、贷款还款）'之间的联系，并提供具体的业务场景和意图说明以提高清晰度和可用性。
其他,信用卡（信用卡办理、还款等）,,openpangu-2.0-flash,,,菜单名'其他'与子意图'信用卡'不一致，'其他'通常表示杂项类别，而信用卡是具体业务，可能导致分类错误或张冠李戴。,描述内容为空，无法提供任何业务信息|清晰度极低，非金融专业人士无法理解意图|长度不足，缺乏详细业务场景|存在严重歧义，任何查询都可能被误归入此类,1,描述为空，用户无法判断查询是否属于此类别,False,缺少信用卡业务的具体描述，包括办理、还款、查询等场景的详细说明和区分信息，以及与其他菜单的边界定义。,critical,建议将菜单名修改为'信用卡服务'以匹配子意图，并填充详细的描述内容，涵盖信用卡办理、还款、查询等具体业务场景，确保清晰、无歧义，并添加业务示例以提升可判断性。
其他,资产管理（资产分析、资产诊断等）,,qwen-plus,,,,,0,,False,,unknown,
其他,渠道管理，如U盾、密码管理、注册手机银行等,,Qwen/Qwen3-8B,,,菜单名称与子意图内容不匹配|子意图之间无重复或重叠，但整体不一致,描述内容为空，缺乏清晰度|无业务场景示例，导致歧义性高,1,描述内容为空，用户无法判断查询是否属于此类别,False,缺乏具体业务场景和操作描述,critical,建议将菜单名称更改为更具体的名称，如'账户安全与管理'或'渠道与安全设置'，并补充详细的描述内容，以便用户明确理解该菜单的用途和涵盖的业务场景。
其他,存款,,openpangu-2.0-flash,,,描述内容为空，无法与菜单名匹配|菜单名'其他'与子意图'存款'逻辑不一致，'其他'通常作为兜底类别，而'存款'是具体业务,描述内容缺失，无法提供任何信息|缺乏清晰度、业务场景示例，对非金融专业人士不友好,1,描述为空，用户无法理解此菜单意图,False,缺少对存款子意图的详细描述，包括存款类型、范围、适用场景、业务示例等关键区分信息,critical,立即补充描述内容，明确定义存款子意图的业务范围、示例和上下文；考虑调整菜单名或子意图归类，以保持逻辑一致性。例如，建议将子意图移至'存款业务'菜单下，并添加详细描述。
其他,外汇,,qwen-plus,,,,,0,,False,,unknown,
其他,担保,,Qwen/Qwen3-8B,,,菜单名称'其他'与子意图名称'担保'不匹配，缺乏逻辑关联性|描述内容为空，无法体现菜单意图,描述内容为空，无法传达意图|缺乏清晰度和业务场景示例|存在歧义性：'其他'和'担保'的搭配不明确|描述长度不足，未能提供足够的信息以区分意图,1,菜单描述内容为空，用户无法根据其判断是否属于该意图|缺少必要的区分信息,False,缺乏具体的业务场景和描述内容，无法明确区分'其他'与'担保'的意图,critical,需要重新定义菜单结构，明确菜单名称与子意图之间的逻辑关系，并补充详细的描述内容，确保与业务场景匹配，便于用户理解和判断。
其他,托管,,openpangu-2.0-flash,,,菜单名'其他'与子意图'托管'的匹配性不明确，描述为空无法验证。|菜单名'其他'可能暗示此为兜底类别，与具体子意图'托管'存在语义冲突。,描述内容为空，无法提供任何信息。|清晰度极低：用户无法理解此菜单意图。|长度不足：描述应至少包含基本定义。|歧义性高：'托管'在金融语境中可能有多种含义，如资产托管、资金托管等。|无业务场景示例。,1,描述为空，用户无法判断查询是否属于此类别。,False,缺少托管的具体定义、业务范围、适用场景、与其他菜单的区分信息等关键信息。,critical,必须补充详细的描述内容，明确'托管'在金融业务中的具体含义（如资产托管、资金托管等），包括业务范围、适用场景，并提供典型业务示例，以帮助用户准确判断。
其他,保险代理,,qwen-plus,,,,,0,,False,,unknown,
其他,证券,,Qwen/Qwen3-8B,,,菜单名称'其他'与子意图名称'证券'之间缺乏明确的描述关联|菜单名与描述内容不匹配,描述不清晰|缺乏具体的金融业务上下文|没有业务场景示例,1,用户无法凭此描述判断查询是否属于此类别|缺少必要的区分信息,False,该菜单意图的具体内容和业务场景描述,critical,需要补充具体描述内容，明确'其他'菜单下'证券'子意图的业务范围和场景，以确保用户能够准确判断意图并理解其用途。
其他,债券,,openpangu-2.0-flash,,,描述内容为空，无法验证菜单名'其他'与子意图'债券'的匹配性，可能存在逻辑不一致,描述内容为空，完全不清晰|缺乏业务场景示例和上下文|对非金融专业人士不友好|长度严重不足,1,描述内容为空，用户无法判断查询是否属于此类别|缺乏所有必要区分信息,False,需要提供债券子意图的详细描述，包括其业务范围、定义、常见查询场景、与其他金融产品（如股票、基金）的区分标准，以及具体示例,critical,必须立即补充完整的描述内容，明确债券子意图的业务定义、适用场景、查询示例和与菜单'其他'的关联，确保清晰、无歧义、易于理解。
默认分类,寻求情感安慰或共情,,qwen-plus,,,,,0,,False,,unknown,
默认分类,讨论兴趣爱好以及寻求互动,,Qwen/Qwen3-8B,,,菜单名称与子意图描述不匹配，缺乏上下文联系|子意图描述未与菜单名称形成统一的意图逻辑,描述内容为空，无法体现意图|缺乏清晰度、业务场景示例和区分信息,0,描述缺失，无法判断用户意图是否匹配该菜单,False,具体的业务场景描述和意图区分信息,critical,请补充完整的描述内容，明确说明该菜单意图对应的金融业务场景及区分点，确保用户能够根据描述准确判断查询是否属于该分类。
默认分类,寻求生活建议,,openpangu-2.0-flash,,,菜单名'默认分类'与子意图'寻求生活建议'不一致，描述内容为空，无法确认匹配。,描述内容为空，无法提供任何意图信息。|缺乏清晰度、长度、业务场景示例。,1,描述内容为空，无法提供任何判断依据。,False,需要描述内容来定义意图，包括业务范围、用户查询示例、区分信息等。,critical,必须补充描述内容，明确定义子意图'寻求生活建议'的具体含义、业务上下文、用户查询示例和区分标准。
默认分类,测试客服是否为AI、测试AI的智能程度与边界,,qwen-plus,,,,,0,,False,,unknown,
默认分类,询问客服个人信息、询问AI的个人信息,,Qwen/Qwen3-8B,,,菜单名称与子意图不匹配，缺乏分类依据|子意图之间无重复或重叠，但描述内容不明确,描述内容为空，无法区分意图|没有业务场景示例|用语模糊，缺乏清晰度,0,描述内容为空，无法判断用户意图|缺乏必要的区分信息,False,具体的业务场景描述和意图区分信息,critical,需要补充具体的描述内容，明确每个子意图的业务场景和意图区分依据，确保菜单名称与子意图逻辑匹配，并提供清晰易懂的描述。
默认分类,抽象哲学话题、假设性问题、脑筋急转弯,,openpangu-2.0-flash,,,菜单名'默认分类'与子意图内容不匹配，描述为空无法验证一致性。|子意图之间可能存在重叠，如假设性问题与抽象哲学话题。,描述内容为空，无法提供清晰度。|缺乏业务场景示例。|长度不足，无法理解意图。|歧义性高。,1,描述为空，用户无法判断查询是否属于此类别。,False,缺少菜单意图的详细描述、定义、范围、示例等业务上下文信息。,critical,必须添加描述内容，明确菜单意图，包括定义、范围、业务场景示例，以帮助用户和系统正确分类查询。
默认分类,进行简单的语言或文字游戏,,qwen-plus,,,,,0,,False,,unknown,
默认分类,表达感谢或礼貌性问候,,Qwen/Qwen3-8B,,,,描述内容为空，无法明确区分菜单意图|缺乏具体的金融业务场景示例,0,描述内容为空，用户无法根据描述判断意图,False,缺失具体的描述内容和业务场景示例,critical,请补充详细的菜单描述内容，明确其适用场景和意图，并确保描述清晰、无歧义，符合金融业务的实际需求。
默认分类,抱怨或倾诉与金融无关的生活琐事（非投诉）,,openpangu-2.0-flash,,,描述内容为空，无法评估与菜单名'默认分类'的匹配性|菜单名'默认分类'与具体子意图名称'抱怨或倾诉与金融无关的生活琐事（非投诉）'可能存在不匹配，缺乏上下文关联,描述内容为空，缺乏清晰度，无法明确区分意图|描述长度过短，无详细信息|无业务场景示例，不利于非金融专业人士理解|潜在歧义：未定义'生活琐事'边界，易与金融相关抱怨混淆,1,描述为空，用户无法正确判断查询是否属于此类别|缺少必要区分信息，如与非金融投诉的明确界限,False,描述内容为空，缺少对意图的详细定义、业务场景示例、与非金融投诉的区分标准、'生活琐事'的具体范围说明,critical,必须填充描述内容，提供清晰的意图定义、业务场景示例、明确与非金融投诉的区分，并调整菜单名以匹配子意图的具体性，或重新定义菜单分类为兜底类别。
默认分类,询问其他非银行业务的实用信息,,qwen-plus,,,,,0,,False,,unknown,
默认分类,进行无具体目的的开放性对话,,Qwen/Qwen3-8B,,,菜单名称与描述不匹配，描述为空导致意图不明|子意图名称与描述不匹配,描述内容为空，无法提供清晰度|缺乏业务场景示例|存在歧义性（意图不明）,2,描述为空，用户无法判断意图是否匹配,False,描述内容缺失，无法明确菜单意图和业务场景,critical,建议补充描述内容，明确菜单的用途、意图及对应的业务场景示例，以提升清晰度和可行性
