menu_a,menu_b,similarity_score,is_confusable,confusion_score,reason,suggestion
i豆/查i豆,快速转账/修改收款信息，如收款卡、收款人手机、收款银行,0.8953639301675799,True,8.0,菜单B的子意图名称'修改收款信息，如收款卡、收款人手机、收款银行'与菜单名称'快速转账'存在严重语义错位：'快速转账'暗示执行转账动作，而该子意图实际是维护收款方信息（属于账户/联系人管理范畴），既非转账本身，也不属于'快速转账'的功能路径；用户极易误认为这是转账过程中的一步操作（如转账前编辑收款信息），但该操作在业务逻辑上通常独立于转账流程（如需在'收款人管理'或'常用收款人'等专属菜单下完成），命名未体现其真实归属，导致功能归类混乱、导航预期失准。,将该子意图移至更贴切的菜单下，例如'收款人管理'或'常用联系人'，并重命名为'编辑常用收款人'；若必须保留在'快速转账'下，应明确限定为'转账时临时编辑收款信息'并增加上下文约束说明，但强烈建议重构菜单架构以符合用户心智模型。
i豆/查i豆,快速转账/修改付款卡信息，如卡号、卡尾号、卡别名/备注,0.8953639301675799,False,0.0,菜单A和菜单B的功能和子意图名称均无直接关联，一个是查询i豆余额，另一个是修改付款卡信息，两者属于不同业务类别，不存在定义混淆风险。,
i豆/查i豆,快速转账/修改转账金额,0.8953639301675799,False,0.0,两个菜单主题与功能无重叠：菜单A专注于i豆余额查询，菜单B专注于转账金额修改，定义清晰且无交叉。,建议为菜单B补充完整描述，以提升用户体验，但不影响当前混淆风险判断。
i豆/查i豆,FAQ/基础概念咨询与科普,0.8638347665096499,False,0.0,菜单A聚焦于具体账户余额查询（i豆余额），属操作型意图；菜单B面向通用术语解释，属信息咨询类意图。二者在领域（账户资产 vs. 金融知识）、功能目标（查数值 vs. 解释定义）、用户动机（核实余额 vs. 理解概念）和语义范畴上均无交集，不存在定义混淆风险。,无需修改。
i豆/查i豆,FAQ/平台/系统/APP操作指导,0.8862974429387563,False,0.0,菜单A和菜单B的功能和用途完全不同，菜单A用于查询i豆余额，菜单B用于提供操作指导，二者不存在定义混淆风险。,无需调整，两个菜单意图清晰，无混淆可能。
i豆/查i豆,FAQ/基金/理财相关的申购、赎回、费用规则咨询,0.8902310901065734,False,0.0,两个菜单定义领域完全不同：菜单A专注于i豆余额查询，菜单B专注于基金/理财规则咨询，无共享关键词、意图重叠或潜在歧义，混淆风险极低。,
i豆/查i豆,FAQ/业务政策咨询,0.882361570994446,False,0.0,菜单A（i豆）与菜单B（FAQ）在名称、业务领域、功能范畴上完全无关：i豆是专属积分资产类功能，聚焦于账户余额查询；FAQ是通用知识问答入口，聚焦政策规则咨询。两者无语义重叠、命名相似性或用户认知交叉，不存在定义混淆风险。,
i豆/查i豆,FAQ/基金/理财收益与分红计算规则咨询,0.8722877455111612,False,0.0,两个菜单分别对应不同的功能，菜单A用于查询i豆余额，菜单B用于咨询收益与分红计算规则，两者意图明确且不重叠，不存在定义混淆风险。,无需调整，两个菜单意图清晰，可正常使用。
i豆/查i豆,FAQ/账户注册、登录、绑定方法咨询,0.8854177510761037,False,0.0,菜单名称' i豆'与' FAQ'在语义和视觉上无相似性；子意图'查i豆'专注于余额查询，而'账户注册、登录、绑定方法咨询'属于操作指南类问题，业务范畴和用户需求无重叠。,无混淆风险，建议保持现有定义。
i豆/查i豆,还款追问/还款类型追问,0.8959005243233007,False,0.0,菜单A中'查i豆'明确限定为仅查询当前余额，并主动与'i豆明细'（收支变化）作区分，定义清晰、边界明确；菜单B的'还款类型追问'虽描述为空，但名称本身语义聚焦于'追问还款类型'这一特定交互场景，与菜单A在领域（积分查询 vs 贷款/还款流程）、命名体系（品牌词'i豆' vs 功能词'还款'）、意图粒度（结果查询 vs 对话状态追问）上均无重叠或歧义可能。两者不存在概念混淆、命名相似性或用户认知冲突风险。,建议为菜单B补充完整描述以提升可维护性，但该缺失不构成与菜单A的定义混淆。
i豆/查i豆,其他/账户管理（包括查余额和查明细）,0.8953639301675799,True,5.0,菜单A和菜单B的子意图存在功能重叠风险，菜单B的子意图'账户管理（包括查余额和查明细）'可能被用户误认为包含菜单A的'查i豆'功能，而菜单A的'查i豆'仅指查询余额，不包含明细。两者在功能描述上不够清晰，容易造成用户混淆。,建议明确菜单B的子意图是否仅包含查余额，或拆分'账户管理'为'查i豆余额'和'查i豆明细'两个独立子意图，以避免功能定义混淆。
i豆/查i豆,其他/缴费,0.8953639301675799,False,0.0,菜单A主题为i豆余额查询，菜单B主题为缴费功能，两者在名称、意图和描述上均无语义重叠或歧义，定义清晰。,无需调整，当前设计已明确区分不同功能。
i豆/查i豆,其他/贷款（贷款办理、贷款还款）,0.8953639301675799,True,8.0,菜单B中子意图名称'贷款（贷款办理、贷款还款）'将两类强耦合但语义迥异的业务操作（办理 vs 还款）强行合并为单一子意图，缺乏明确边界和区分机制；而菜单A虽已明确区分'余额查询'与'明细查询'，凸显了银行用户对状态类与事务类操作的天然认知分离需求。菜单B的命名模糊违反'单一职责原则'，易导致用户误选、系统意图识别歧义、后续流程分支混乱（如触发申贷流程却实际需还款），且'其他'作为顶层菜单名称本身缺乏业务表征力，加剧归类混乱风险。,将'贷款（贷款办理、贷款还款）'拆分为两个独立子意图：'贷款申请'和'贷款还款'，并分别配置清晰描述与引导话术；同时将顶层菜单'其他'重构为更具业务指向性的名称（如'信贷服务'或'贷款中心'），确保菜单层级语义一致、意图原子化、用户心智模型匹配。
i豆/查i豆,其他/信用卡（信用卡办理、还款等）,0.8953639301675799,True,3.0,菜单 A 的子意图 '查i豆' 与菜单 B 的子意图 '信用卡' 在功能上无直接关联，但可能存在用户认知混淆，尤其是当用户对 'i豆' 的具体含义不明确时，可能误以为与信用卡相关。,建议明确菜单 A 的 'i豆' 定义，并确保菜单 B 的 '信用卡' 子意图名称清晰，避免用户因名称相似或功能相近产生误解。
i豆/查i豆,其他/资产管理（资产分析、资产诊断等）,0.8953639301675799,False,0.0,菜单A（i豆-查i豆）明确定义为余额查询，与i豆明细区分；菜单B（其他-资产管理）涉及资产分析、诊断等，两者功能主题、命名和意图均不直接重叠，无定义冲突。,建议为菜单B补充描述，清晰界定资产管理范围，确保用户无歧义。
i豆/查i豆,其他/渠道管理，如U盾、密码管理、注册手机银行等,0.8953639301675799,True,85.0,菜单A中'查i豆'与'i豆明细'被明确区分（余额 vs 收支变化），体现良好意图粒度；但菜单B中'其他'作为顶级菜单名称严重缺乏业务语义，且子意图'渠道管理，如U盾、密码管理、注册手机银行等'实际涵盖安全认证（U盾、密码）、客户旅程入口（注册手机银行）等多维度、异构功能，既未对齐统一业务域（如'安全中心'或'账户设置'），又与'其他'这一模糊父类形成双重抽象，极易导致用户理解断层、导航迷失及后续意图识别混淆（例如'注册手机银行'可能被误归为'开户/签约'类，而非'渠道管理'）。此外，'渠道管理'术语在银行业务中通常指机构/合作方渠道（如第三方支付渠道），而非客户侧认证工具，存在专业术语误用风险。,将菜单B重构为语义清晰的顶层菜单，如'安全与设置'，子意图按业务逻辑分组：'安全工具管理'（U盾、密码、生物识别）、'设备与渠道绑定'（手机银行注册、设备授权）、'通知与偏好设置'；同时避免使用'其他'作为正式菜单名，所有菜单须具备可推断性与业务一致性。
i豆/查i豆,其他/存款,0.8953639301675799,True,2.0,菜单A的子意图'查i豆'仅用于查询当前i豆余额，而菜单B的子意图'存款'是用于存入资金的操作，两者在功能上存在明显区分，但名称上可能因用户理解差异产生混淆，特别是若用户误以为'存款'与'查i豆'有关联。,建议将菜单B的子意图名称更改为更明确的描述，如'存款操作'或'资金存入'，以避免用户误判其与i豆余额查询相关。
i豆/查i豆,其他/外汇,0.8953639301675799,False,0.0,菜单A与菜单B的菜单名称、子意图名称及功能描述均无语义重叠。菜单A专注于i豆余额查询，菜单B涉及外汇，且菜单B描述为空但无直接冲突。,无需特别建议。可为菜单B补充描述以增强用户体验，但当前不构成混淆风险。
i豆/查i豆,其他/担保,0.8953639301675799,True,85.0,菜单B中'其他'为宽泛、非语义化顶层分类，而子意图'担保'是具体金融业务功能，与'其他'存在强烈语义冲突——担保是明确、高频、合规关键业务，不应归入'其他'；该归类易导致用户认知混乱、导航失效，且与菜单A中命名清晰、意图明确（i豆/查i豆）形成鲜明对比，凸显B的结构缺陷。此外，'担保'缺乏描述，进一步加剧意图模糊性与操作不确定性。,将'担保'移出'其他'菜单，单独设立一级菜单'贷款与担保'或'信贷服务'，并补充描述如：'办理/查询贷款担保状态、担保物信息及解保申请'；确保所有一级菜单具备业务实质性和用户可预期性。
i豆/查i豆,其他/托管,0.8953639301675799,False,0.0,菜单A和菜单B的功能和意图明显不同，菜单A涉及i豆余额查询，而菜单B涉及托管服务，两者不存在定义混淆风险。,无需调整，两个菜单意图清晰且不重叠。
i豆/查i豆,其他/保险代理,0.8953639301675799,False,0.0,两个菜单的主题、名称和意图完全不同：菜单A专注于i豆余额查询，名称和子意图明确且与描述一致；菜单B为'其他'菜单下的'保险代理'子意图，描述虽空但子意图清晰，无内容重叠或语义混淆风险。,无需修改，但建议为菜单B添加简要描述（如'保险代理相关服务'）以提升信息完整性。
i豆/查i豆,其他/证券,0.8953639301675799,True,85.0,菜单B中'其他'作为顶层分类名称过于宽泛、缺乏业务语义，而子意图'证券'属于高价值、强独立性的核心业务领域，不应归类于'其他'；该归类违背用户心智模型和银行菜单分层逻辑（如应设为一级菜单'证券投资'或'证券服务'），易导致用户认知冲突、查找失败或与真实证券入口（如交易、查询）混淆；同时与菜单A中命名清晰、意图边界明确的'i豆'形成鲜明对比，凸显B的结构性定义混乱。,将'证券'升级为一级菜单，命名为'证券服务'或'我的证券'，并补充子意图如'证券资产查询'、'委托下单'等；删除'其他'这一模糊顶层分类，采用业务驱动、用户可理解的分类体系（如财富管理、贷款、账户服务等）。
i豆/查i豆,其他/债券,0.8953639301675799,False,0.0,菜单A和菜单B在功能和命名上没有直接关联，不存在定义混淆风险。菜单A涉及i豆余额查询，菜单B涉及债券相关操作，两者属于不同的金融产品和功能模块，不会引起用户误解。,无需调整，两个菜单在语义和功能上清晰区分，不存在混淆风险。
i豆/查i豆,默认分类/寻求情感安慰或共情,0.8953639301675799,False,0.0,菜单A与菜单B在名称、意图和领域上均无重叠：菜单A为金融余额查询（i豆），菜单B为情感安慰（默认分类），定义清晰且无歧义。,菜单B描述为空，建议补充明确描述（如'用于情感支持场景'），以避免内部设计混淆。
i豆/查i豆,默认分类/讨论兴趣爱好以及寻求互动,0.8953639301675799,True,85.0,菜单B的子意图名称'讨论兴趣爱好以及寻求互动'严重偏离银行服务语境，缺乏业务实体、动作与对象的明确性，与银行功能无实质关联；且'默认分类'作为菜单名称语义空泛、无业务指向，易与系统底层分类逻辑（如默认账户、默认转账类别）混淆；相比之下，菜单A虽描述清晰，但整体对比中菜单B存在极高定义混淆风险：既无法被用户理解为银行服务，也无法被NLU模型准确识别和归类，易与客服闲聊、智能助手开放域对话等非金融意图冲突。,将菜单B重构为符合银行业务场景的明确功能，例如命名为'客户服务'，子意图为'咨询常见问题'或'反馈服务建议'，并补充具体可执行动作与业务对象（如'查询网点营业时间'、'申请电子回单'）；杜绝使用主观、社交化、开放域语言。
i豆/查i豆,默认分类/寻求生活建议,0.8953639301675799,False,0.0,菜单A和菜单B在功能、意图和命名上没有直接关联，不存在定义混淆风险。,无需调整，两个菜单意图独立，不会造成用户理解上的混淆。
i豆/查i豆,默认分类/测试客服是否为AI、测试AI的智能程度与边界,0.8953639301675799,False,0.0,菜单A（i豆/查i豆）与菜单B（默认分类/测试AI）的名称、子意图和描述均无重叠，意图领域（金融查询 vs AI测试）完全不同，不存在定义混淆风险。,菜单B描述为空，建议补充明确描述以提升自身定义的清晰度，但与菜单A无直接混淆，无需调整。
i豆/查i豆,默认分类/询问客服个人信息、询问AI的个人信息,0.8953639301675799,True,8.0,菜单B的子意图名称将'询问客服个人信息'与'询问AI的个人信息'并列混为同一子意图，存在严重定义混淆：二者服务对象（人工客服 vs AI系统）和信息范畴（客服员工信息如姓名工号 vs AI系统属性如版本、能力边界）完全不同，且均不属于银行核心业务功能；而菜单A虽强调与'明细'区分，但'查i豆'定义清晰、边界明确。菜单B未提供描述，进一步加剧歧义和误触发风险。,将'询问客服个人信息'与'询问AI的个人信息'拆分为两个独立子意图，分别命名为'查询人工客服信息'和'了解AI助手信息'，并补充明确描述（如：前者指查询当前为您服务的客户经理/在线客服人员的工号、所属网点等；后者指查询本AI系统的功能说明、更新日志或免责声明等）。同时，'默认分类'作为菜单名称过于宽泛模糊，建议按功能域重命名（如'帮助与支持'或'关于我们'）。
i豆/查i豆,默认分类/抽象哲学话题、假设性问题、脑筋急转弯,0.8953639301675799,False,0.0,菜单A和菜单B在功能和语义上没有直接关联，不存在定义混淆风险。菜单A是关于查询i豆余额的，而菜单B是关于处理抽象哲学话题、假设性问题和脑筋急转弯的子意图分类，两者属于完全不同的业务领域。,
i豆/查i豆,默认分类/进行简单的语言或文字游戏,0.8953639301675799,False,0.0,菜单A（i豆-查i豆）专注于金融余额查询，菜单B（默认分类-进行简单的语言或文字游戏）专注于娱乐功能，两者名称、意图和描述均无重叠，主题完全不同，不存在定义混淆风险。,无混淆风险，无需额外建议。
i豆/查i豆,默认分类/表达感谢或礼貌性问候,0.8953639301675799,True,0.85,菜单B的子意图名称'表达感谢或礼貌性问候'完全缺乏业务语义，与银行核心功能（如账户、交易、查询、办理）无明确关联，且未定义触发场景、输入示例或服务边界；易与智能客服闲聊意图、语音助手唤醒反馈、或用户误操作混淆。同时，'默认分类'作为菜单名称过于宽泛、无业务指向性，无法支撑意图归类，存在严重定义模糊和归属混乱风险；而菜单A虽命名口语化（i豆），但意图定义清晰（仅查余额）、明确区分了易混淆概念（i豆明细），无实质混淆风险。两者对比凸显菜单B在定义完整性、业务相关性、可识别性三方面存在高风险混淆可能。,将菜单B重构为具备明确业务目标的菜单，例如'客户服务互动'，其下子意图应具体化、可执行，如'提交表扬建议'或'咨询人工服务'，并补充典型用户话术示例和系统响应逻辑；删除无实际业务承载的泛化意图。
i豆/查i豆,默认分类/抱怨或倾诉与金融无关的生活琐事（非投诉）,0.8953639301675799,False,0.0,两个菜单在功能和语义上没有直接关联，菜单A涉及i豆余额查询，属于金融相关功能；菜单B属于非金融生活类咨询，两者意图类别和应用场景不同，不存在定义混淆风险。,无需调整，两个菜单意图明确且分类清晰，不会造成用户理解混淆。
i豆/查i豆,默认分类/询问其他非银行业务的实用信息,0.8953639301675799,False,0.0,菜单A专注于i豆余额查询（银行业务相关），菜单B涵盖非银行业务实用信息，两者主题、用途和定义范围无重叠，且描述中未提及共享关键词或模糊领域。,当前设计清晰，无需调整。建议在未来扩展中，若新增与i豆相关的非业务信息，需明确区分业务边界。
i豆/查i豆,默认分类/进行无具体目的的开放性对话,0.8953639301675799,True,85.0,菜单A的'查i豆'意图名称与菜单名称'i豆'高度相似，且描述中强调'注意与i豆明细区分'，暗示存在语义邻近但功能不同的同源意图（如'查i豆明细'），易引发用户混淆或系统误识别；菜单B的'默认分类'命名抽象、无业务含义，'进行无具体目的的开放性对话'子意图缺乏明确动作动词和业务锚点，与银行专业场景严重脱节，既无法被用户理解，也易与真实业务意图（如咨询、投诉、帮助）产生交叉歧义。两者均存在显著定义混淆风险：A属'同源细粒度意图边界模糊'，B属'元意图定义空泛失焦'。,菜单A：将子意图名称改为'查询i豆余额'，并在描述中删除对比性提示，改用正向清晰定义（如'仅返回当前可用i豆总数，不含历史变动详情'）；菜单B：废除'默认分类'及该子意图，替换为具体高频业务意图（如'账户咨询'、'交易帮助'、'问题反馈'），并确保每个子意图具备明确动词+宾语结构和可验证输出。
i豆/赚i豆,i豆/花i豆,0.9329330025313705,True,2.0,两个菜单名称相同（i豆），但子意图名称和描述存在显著差异，可能导致用户混淆两者功能（赚i豆 vs 花i豆）,建议为两个菜单设置不同的主菜单名称，或在子意图名称和描述中增加明显区分标识，如'赚取i豆'和'使用i豆'，以避免用户误解。
i豆/赚i豆,i豆/i豆明细,0.9436911482840344,True,70.0,菜单名称均为'i豆'，但子意图和描述不同（一个为获取i豆，一个为查询明细），在导航界面中名称相同可能导致用户误操作或功能混淆。,建议区分菜单名称，如A菜单命名为'赚i豆'，B菜单命名为'i豆明细'；或通过子菜单层级、图标等方式明确标识功能差异。
i豆/赚i豆,理财/理财产品推荐,0.8801133036871523,False,0.0,菜单A聚焦于积分（i豆）获取活动，属于客户权益/营销激励范畴；菜单B聚焦于个性化理财产品推荐服务，属于财富管理专业服务范畴。二者在业务域（积分体系 vs 投资理财）、用户意图（领取奖励 vs 获取专业配置建议）、触发条件（参与营销活动达标 vs 主动表达投资需求并提供风险偏好等信息）、排除规则（明确排除基金推荐）均边界清晰、无语义重叠或命名歧义。不存在定义混淆风险。,
i豆/赚i豆,理财/查持仓,0.8686039327124909,False,0.0,两个菜单在功能和意图上无明显重叠或混淆，'i豆'主要与营销活动相关，而'理财'涉及理财产品查询，二者属于不同业务类别，不存在定义混淆风险。,
i豆/赚i豆,薪资服务/电子工资单,0.8752526614706692,False,0.0,菜单A（i豆）主题为营销积分获取，菜单B（薪资服务）主题为工资信息查询，两者在名称、子意图和描述上均无内容重叠，用户混淆风险极低。,建议维持当前菜单定义，无需修改；若需增强区分度，可在菜单描述中进一步强调主题差异。
i豆/赚i豆,薪资服务/工资明细,0.8721130727517866,False,0.0,菜单A聚焦于营销积分（i豆）的获取规则，属客户激励类运营活动；菜单B聚焦于薪资数据的深度分析与洞察，属薪酬管理类金融服务。二者在业务领域（营销积分 vs. 薪资分析）、功能目标（达标获益 vs. 数据洞察）、数据类型（离散奖励点数 vs. 时序性工资流水）、用户动因（参与活动得奖励 vs. 理解收入变化）上均无交集，语义边界清晰，不存在定义混淆风险。,
i豆/赚i豆,快速转账/发起转账请求,0.8975520340589185,False,0.0,菜单A和菜单B在功能、子意图及描述上无直接关联，不存在定义混淆风险。,无需调整，两个菜单定义清晰且独立。
i豆/赚i豆,快速转账/取消/暂停转账请求,0.8975520340589185,False,0.0,两个菜单主题和意图不同：i豆为营销积分获取，快速转账为金融交易管理，无语义或功能重叠。,
i豆/赚i豆,快速转账/提供收款信息，如收款卡、收款人手机、收款银行,0.8981333568071114,True,85.0,菜单B的子意图名称'提供收款信息，如收款卡、收款人手机、收款银行'本质上描述的是转账前的信息输入环节，属于操作步骤或交互要素，而非独立子意图；其命名方式混淆了功能目的（快速转账）与交互动作（提供收款信息），易被用户理解为一个独立服务模块（如'收款信息管理'），而非转账流程中的必要步骤。同时该子意图缺少明确动词主导的行为定义（如'录入收款信息'或'选择收款方'），语义模糊且与父菜单'快速转账'存在逻辑层级错位：子意图应体现转账场景下的细分目标（如'向常用联系人转账'、'通过手机号转账'），而非罗列输入字段。相比之下，菜单A中'赚i豆'是清晰、具行动导向的用户目标，与父菜单'i豆'构成'目标-载体'合理关系。,将菜单B子意图名称修改为具有明确行为和业务目标的短语，例如'向手机号转账'或'向本行卡转账'，并在描述中说明该路径支持的转账方式及对应收款信息要求；避免在子意图名称中直接罗列字段，确保每个子意图代表一个可独立完成的用户任务。
i豆/赚i豆,快速转账/提供付款卡信息，如卡号、卡尾号、卡别名/备注,0.8975520340589185,False,0.0,菜单A和菜单B在功能和语义上没有直接关联，一个涉及营销活动获取积分（i豆），另一个涉及转账操作。两者目的、场景和用户行为完全不同，不存在混淆风险。,无需调整，两者在功能和语义上清晰区分。
i豆/赚i豆,快速转账/提供转账金额,0.8975520340589185,False,0.0,菜单名称'i豆'与'快速转账'在语义和功能上无相似性；子意图'赚i豆'与'提供转账金额'分别指向积分获取和转账操作，描述内容也无重叠，涉及领域完全不同。,当前菜单设计清晰，无需调整。
i豆/赚i豆,快速转账/修改收款信息，如收款卡、收款人手机、收款银行,0.8975520340589185,True,8.0,菜单A中'i豆'是银行积分品牌名称，'赚i豆'是获取行为；菜单B中'快速转账'是高频交易功能，但子意图'修改收款信息'本质上属于账户/收款方管理功能，并非转账操作本身，与主菜单名称存在行为范畴错位——'修改收款信息'既不构成'转账'动作，也不具备'快速'属性，易使用户误以为该入口可发起转账或混淆为转账前必经步骤，造成任务流错觉和操作路径困惑。,将菜单B子意图更名为'管理常用收款人'或'维护收款方信息'，并归入'账户设置'或'收款人管理'等语义一致的父菜单下；避免在'快速转账'等纯交易类菜单中混入配置类意图。
i豆/赚i豆,快速转账/修改付款卡信息，如卡号、卡尾号、卡别名/备注,0.8975520340589185,False,0.0,菜单A和菜单B在功能、语义和用户意图上无直接关联，不存在定义混淆风险。,无需调整，两个菜单定义清晰，互不干扰。
i豆/赚i豆,快速转账/修改转账金额,0.8975520340589185,False,0.0,菜单A主题为i豆奖励获取，菜单B主题为转账金额修改，两者名称、意图和功能领域完全不同，无术语或操作重叠，不存在定义混淆风险。,菜单B描述为空，建议补充具体描述（如‘在快速转账流程中调整转账金额’）以提升菜单清晰度，但与菜单A无直接混淆关联。
i豆/赚i豆,FAQ/基础概念咨询与科普,0.8741306389924475,False,0.0,菜单A聚焦于具体营销活动（i豆获取），名称和子意图均具象、业务场景明确；菜单B属于通用知识服务类（FAQ），子意图明确指向术语定义与科普，两者在目标用户意图、业务范畴、交互目的和语义层面无重叠或歧义。不存在定义混淆风险。,
i豆/赚i豆,FAQ/平台/系统/APP操作指导,0.8866205133939328,False,0.0,菜单A和菜单B在功能和意图上无直接关联，菜单A涉及营销活动获取i豆，属于奖励或参与类功能；菜单B则是关于操作指导的FAQ，属于服务支持类功能。两者在用户使用场景、意图和功能定位上差异明显，不存在定义混淆风险。,
i豆/赚i豆,FAQ/基金/理财相关的申购、赎回、费用规则咨询,0.9021881031969545,False,0.0,两个菜单的主题和意图完全不同：菜单A是关于营销活动积分获取，菜单B是关于金融产品规则咨询，内容无重叠或模糊。,无需修改，定义清晰，无混淆风险。
i豆/赚i豆,FAQ/业务政策咨询,0.899461116835613,False,0.0,菜单A聚焦于具体营销活动（i豆获取）及其实体奖励，属营销激励类功能；菜单B定位为通用咨询支持服务（FAQ中的政策类问答），二者在目标用户意图、业务域、交互目的上无重叠或语义交集。名称、子意图命名及描述均清晰区分，无术语混用、概念交叉或层级错位风险。,无需调整。
i豆/赚i豆,FAQ/基金/理财收益与分红计算规则咨询,0.8858702013621442,False,0.0,菜单A和菜单B的功能和意图明显不同，菜单A涉及客户参与营销活动获取i豆，属于激励类功能；菜单B是关于收益与分红计算规则的咨询，属于信息查询类功能。两者不存在意图混淆的风险。,
i豆/赚i豆,FAQ/账户注册、登录、绑定方法咨询,0.8710499410482312,False,0.0,菜单名称、子意图和描述主题完全不同：i豆涉及营销活动，FAQ涉及账户操作咨询，无语义重叠或功能混淆。,无混淆风险，建议保持现状。
