menu_a,menu_b,similarity_score,is_confusable,confusion_score,reason,suggestion
i豆/查i豆,默认分类/讨论兴趣爱好以及寻求互动,0.8953639301675799,True,85.0,菜单A命名具象、业务属性强（'i豆'为虚拟积分品牌），子意图语义明确（'查i豆'聚焦余额查询）；菜单B命名模糊（'默认分类'无业务指向）、子意图名称严重偏离银行专业语境（'讨论兴趣爱好以及寻求互动'属于社交/客服闲聊场景，与银行核心金融服务无关联，且未定义具体金融动作或目标，易与智能客服的非金融闲聊意图混淆，导致系统无法准确路由至业务处理模块），二者在命名逻辑、语义边界、领域一致性上存在根本性错配，构成高风险定义混淆。,将菜单B更名为符合银行业务域的明确类别（如'智能客服'或'服务咨询'），子意图应重构为具备可执行性的金融相关意图（如'查询账户状态'、'预约柜台服务'、'反馈服务问题'），并补充具体业务触发条件和输出标准；避免使用主观、泛娱乐化、非功能性的自然语言描述。
i豆/查i豆,默认分类/寻求生活建议,0.8953639301675799,False,0.0,菜单A和菜单B在功能和语义上没有直接关联，不存在定义混淆风险。菜单A是关于查询i豆余额的业务功能，而菜单B是寻求生活建议的意图，两者属于不同的业务类别，不会引起用户理解上的混淆。,无需调整，两个菜单意图清晰，无混淆风险。
i豆/查i豆,默认分类/测试客服是否为AI、测试AI的智能程度与边界,0.896069818891888,False,0.0,菜单A（i豆/查i豆）专注于查询余额，菜单B（默认分类/测试AI）专注于功能测试，两者名称、意图和描述均无重叠，用户不易混淆。,无混淆风险，但建议为菜单B补充描述以明确其测试目的。
i豆/查i豆,默认分类/询问客服个人信息、询问AI的个人信息,0.8953639301675799,True,8.0,菜单B存在严重定义混淆风险：'默认分类'作为菜单名称语义模糊、无业务指向性；子意图将'询问客服个人信息'和'询问AI的个人信息'并列在同一子意图下，二者主体（人工客服 vs AI系统）、信息范畴（真实员工信息 vs 虚拟助手配置信息）及合规要求（隐私/安全策略不同）均存在本质差异，易导致用户意图误识别、NLU模型训练标签冲突、前端入口设计混乱；而菜单A虽有区分说明（余额 vs 明细），但命名'查i豆'未显式体现'余额'语义，仍存在轻度歧义，但整体可控。相比之下，菜单B的命名与意图聚合方式违反最小认知负荷原则和银行服务分域规范，混淆风险显著更高。,将菜单B拆分为两个独立、语义明确的子意图：'查询人工客服信息'（仅限公示性服务信息，如服务时间、联系方式）和'了解AI助手信息'（如AI名称、能力范围、隐私声明）；菜单名称'默认分类'必须重构为具备业务含义的分类名（如'我的服务支持'或'帮助与支持'），禁止使用模糊元标签。同时为菜单A优化子意图名为'查询i豆余额'以消除隐含歧义。
i豆/查i豆,默认分类/抽象哲学话题、假设性问题、脑筋急转弯,0.8953639301675799,False,0.0,菜单A和菜单B在语义、功能和分类上没有直接关联，不存在定义混淆风险。菜单A是关于查询i豆余额的，而菜单B涉及的是抽象哲学话题、假设性问题和脑筋急转弯，属于完全不同的类别。,无需调整，二者功能和语义清晰区分。
i豆/查i豆,默认分类/进行简单的语言或文字游戏,0.8953639301675799,False,0.0,两个菜单主题与功能无重叠：菜单A明确为i豆余额查询，菜单B为语言游戏，且子意图名称无语义相似性；菜单A描述清晰，菜单B描述为空但不会导致两者混淆。,建议为菜单B补充具体描述，以提升自身定义清晰度，避免用户对功能产生误解。
i豆/查i豆,默认分类/表达感谢或礼貌性问候,0.8953639301675799,True,0.85,菜单A中'查i豆'为具体、可量化、功能明确的业务操作（查询余额），而菜单B中'表达感谢或礼貌性问候'属于非事务性、无业务实体、无系统响应动作的对话意图，二者在语义层级（业务功能 vs 社交话术）、交互目标（获取数据 vs 情感交流）、系统处理逻辑（需调用账户服务 vs 通常由NLU/NLG模块响应）上存在根本性差异；但共用'菜单/子意图'这一结构化命名框架，易使设计者或开发人员误判其为同类可比功能单元，尤其在统一意图分类体系或对话路由配置中引发归类混乱与技术实现偏差,将菜单B重新归类至'智能客服对话管理'或'闲聊意图池'等非交易型意图专区，禁用'菜单/子意图'命名范式；改用如'闲聊意图-礼节性表达'作为标识，并在文档中明确其不触发后端业务服务、不纳入交易日志与权限控制。
i豆/查i豆,默认分类/抱怨或倾诉与金融无关的生活琐事（非投诉）,0.8953639301675799,False,0.0,菜单A和菜单B在功能和意图上没有直接关联，一个用于查询i豆余额，另一个用于处理非金融相关的生活琐事，两者不存在定义混淆风险。,无需调整，两者意图明确且不冲突。
i豆/查i豆,默认分类/询问其他非银行业务的实用信息,0.8953639301675799,False,0.0,菜单A明确定义为查询i豆余额，并与i豆明细区分；菜单B定义为非银行业务信息的通用分类，两者业务领域和意图无重叠，定义清晰无混淆。,
i豆/查i豆,默认分类/进行无具体目的的开放性对话,0.8953639301675799,True,8.0,菜单A的'查i豆'明确聚焦于余额查询，命名具体、语义清晰、有明确业务边界；菜单B的'默认分类'命名抽象模糊，子意图名称'进行无具体目的的开放性对话'与银行专业菜单语境严重冲突——银行菜单需支持可预测、可路由、可审计的确定性服务意图，'无具体目的的开放性对话'不具备可执行性、不可归类、易与智能客服兜底意图混淆，且'默认分类'未体现任何业务属性，存在与真实功能菜单（如'首页'、'我的'）或系统占位符混淆的风险。两者在命名粒度、语义确定性、业务可操作性上形成极端反差，导致用户和系统均无法可靠区分其意图层级与处置逻辑。,将菜单B重命名为具备业务指向性的名称（如'智能助手'或'客服咨询'），子意图改为'咨询银行业务问题'或'获取操作帮助'等具象、可服务化的目标，并补充明确描述与触发条件；避免使用'默认''无目的''开放性'等非功能性、非银行场景适配的表述。
i豆/赚i豆,i豆/花i豆,0.9329330025313705,True,1.0,菜单A和菜单B的菜单名称相同，但子意图名称和描述内容不同，容易造成用户混淆，误操作或误解功能。,建议将菜单名称分开，例如使用'赚i豆'和'花i豆'作为不同的主菜单名称，以避免混淆。
i豆/赚i豆,i豆/i豆明细,0.9436911482840344,True,65.0,菜单名称相同（均为'i豆'），但子意图功能不同（赚取i豆与查询明细），用户可能因名称重复而混淆操作目标。,建议修改菜单名称以区分，例如将菜单A命名为'赚i豆'，菜单B命名为'i豆明细'，或在名称中加入前缀如'i豆-赚取'和'i豆-查询'，确保功能清晰无歧义。
i豆/赚i豆,理财/理财产品推荐,0.8801133036871523,False,0.0,两个菜单在命名、意图层级和业务范畴上完全正交：'i豆'是积分/营销权益类功能，属客户激励体系；'理财'是财富管理业务主线，'理财产品推荐'是具体服务动作。二者无语义重叠、无功能交叉、无用户认知混淆可能——i豆不涉及资产配置或产品销售，理财推荐也不触发积分发放；描述中明确排除了基金推荐（进一步划清边界），且'赚i豆'强调活动达标获取，与'推荐'这一主动服务行为在动词语义、交互模式、系统触发逻辑上均显著不同。,
i豆/赚i豆,理财/查持仓,0.8686039327124909,False,0.0,两个菜单在功能和意图上没有重叠或混淆的可能。菜单A涉及的是获取i豆的营销活动，而菜单B是关于查询理财产品的持仓信息，两者属于不同的业务范畴，不存在定义混淆风险。,
i豆/赚i豆,薪资服务/电子工资单,0.8752526614706692,False,0.0,菜单A主题为营销活动获取积分（i豆），菜单B主题为工资单信息查询，两者在名称、子意图及描述中均无重叠，定义清晰，无混淆风险。,无需特别建议，当前菜单定义已足够清晰。
i豆/赚i豆,薪资服务/工资明细,0.8721130727517866,False,0.0,菜单A聚焦于营销积分（i豆）的获取规则，属客户参与型、激励型活动场景；菜单B聚焦于薪资数据的深度分析与洞察，属财务管理型、分析型服务场景。二者在业务域（营销积分 vs. 薪资金融数据）、核心目标（获赠权益 vs. 收入趋势解读）、用户意图（‘赚取’行为 vs. ‘查看/分析’行为）、数据类型（离散奖励点数 vs. 连续线性薪资时序数据）及功能定位上均无重叠或语义交叉，不存在定义混淆风险。,
i豆/赚i豆,快速转账/发起转账请求,0.8975520340589185,False,0.0,菜单A与菜单B在功能定位、子意图和描述上无直接关联，不存在定义混淆风险。,
i豆/赚i豆,快速转账/取消/暂停转账请求,0.8975520340589185,False,0.0,菜单A（i豆营销活动）与菜单B（快速转账操作）在功能、名称、子意图及上下文上均无重叠或相似性，主题分别为积分奖励与资金转账，用户意图明确区分。,建议保持现有菜单设计，无需修改以避免引入不必要的混淆。
i豆/赚i豆,快速转账/提供收款信息，如收款卡、收款人手机、收款银行,0.8975520340589185,True,85.0,菜单B的子意图名称'提供收款信息，如收款卡、收款人手机、收款银行'本质上描述的是转账操作的输入要素（即用户需填写的信息），而非一个独立可执行的子意图；它混淆了'功能动作'（如'发起转账'）与'输入参数'（如'收款信息'），易被误认为是信息收集类服务而非转账流程中的环节，与菜单名称'快速转账'存在动宾结构不匹配和语义层级错位风险。而菜单A中'赚i豆'作为子意图名称，与菜单名'i豆'形成清晰的目标-行为关系（'i豆'是对象，'赚'是动作），无此问题。,将菜单B的子意图名称修改为'发起快速转账'或'立即转账'，使其明确表达用户意图动作；描述中应聚焦用户目标（如'一键完成向常用收款方转账'），而非罗列输入字段。
i豆/赚i豆,快速转账/提供付款卡信息，如卡号、卡尾号、卡别名/备注,0.8975520340589185,False,0.0,两个菜单名称和子意图名称均无重复或相似之处，且功能描述不相关，不存在混淆风险。,
i豆/赚i豆,快速转账/提供转账金额,0.8975520340589185,False,0.0,两个菜单在功能、主题和用户意图上完全不同：菜单A涉及营销积分（i豆）的获取，属于奖励活动；菜单B涉及金融转账操作，属于交易服务。无概念重叠或相似性，用户可明确区分。,当前设计定义清晰，无需修改。
i豆/赚i豆,快速转账/修改收款信息，如收款卡、收款人手机、收款银行,0.8975520340589185,True,8.0,菜单B的子意图名称'修改收款信息，如收款卡、收款人手机、收款银行'属于操作类功能（维护型动作），但被错误地置于'快速转账'这一以交易执行为核心目标的菜单下，易与'快速转账'主流程（发起转账）混淆；且该子意图实际对应的是'收款方信息管理'或'常用收款人维护'等独立配置类功能，不应归入强调'快速执行'的交易型菜单，存在功能定位错位和用户预期偏差风险。菜单A命名简洁、意图明确（'赚i豆'直接关联营销活动获取行为），无明显混淆风险，故混淆仅来自菜单B的设计缺陷。,将'修改收款信息'子意图从'快速转账'菜单中移出，单独设立为'常用收款人管理'或'收款信息设置'菜单；或在'快速转账'下保留仅与转账强相关的子意图（如'转账到常用收款人''转账到新收款人'），而将维护类操作统一归入'账户与安全设置'或'收款人管理'模块。
i豆/赚i豆,快速转账/修改付款卡信息，如卡号、卡尾号、卡别名/备注,0.8975520340589185,False,0.0,两个菜单在功能和语义上没有重叠，不存在定义混淆风险。'i豆'是营销活动相关，而'快速转账'是转账功能相关，子意图也分别对应不同的操作目标。,
i豆/赚i豆,快速转账/修改转账金额,0.8975520340589185,False,0.0,菜单A的名称'i豆'和子意图'赚i豆'属于奖励积分营销活动，菜单B的名称'快速转账'和子意图'修改转账金额'属于金融转账功能，主题、语义和用途均无重叠，定义清晰。,保持现有菜单设计，无需调整。
i豆/赚i豆,FAQ/基础概念咨询与科普,0.8741306389924475,False,0.0,菜单A聚焦于具体营销活动（i豆获取），名称和子意图均指向行为型操作（赚取积分）；菜单B为通用服务类FAQ模块，子意图明确限定于术语定义与科普，二者在目的、语义域、用户意图类型（操作型 vs. 信息查询型）及业务场景上无重叠，不存在定义混淆风险。,
i豆/赚i豆,FAQ/平台/系统/APP操作指导,0.8866205133939328,False,0.0,菜单A和菜单B在功能和用途上存在明显差异，菜单A是关于获取i豆的营销活动，而菜单B是关于操作指导的FAQ，二者不存在定义混淆风险。,无需调整，两个菜单名称和子意图名称清晰且无重叠含义，可正常使用。
i豆/赚i豆,FAQ/基金/理财相关的申购、赎回、费用规则咨询,0.9021881031969545,False,0.0,菜单A名称'i豆'与菜单B名称'FAQ'无相似性；子意图和描述内容分别涉及营销活动积分获取与金融产品规则咨询，主题完全不同，无混淆可能。,两个菜单定义清晰，无明显混淆风险，建议保持现有设计。
i豆/赚i豆,FAQ/业务政策咨询,0.899461116835613,False,0.0,两个菜单在名称、语义范畴和用户意图上无重叠：'i豆'是具体营销权益品牌，'赚i豆'指向明确的积分获取行为；'FAQ'是通用服务入口，'业务政策咨询'属于信息查询类意图，二者分属不同功能层级（权益运营 vs. 客户服务支持），无术语交叉或命名冲突。,无需调整，当前设计清晰区分运营类与咨询类功能。
